title,url,reviewDate,releaseDate,classification,duration,genre,lead,director,language,distributor,scoreMargaret,scoreDavid,totalRating
Get Smart,http://www.abc.net.au/atthemovies/txt/s2265631.htm,6/25/2008,25/06/2008,PG,110,Action/Comedy,Steve Carell,Peter Segal,English,Roadshow,3.5,3,6.5
Go For Zucker,http://www.abc.net.au/atthemovies/txt/s1623194.htm,5/3/2006,4/5/2006,M,91,Comedy,Henry Hubchen,Dani Levy,German,Champion Films,3,3.5,6.5
God Bless America,http://www.abc.net.au/atthemovies/txt/s3623679.htm,11/14/2012,15/11/2012,MA15+,104,"Comedy, Drama",Joel Murray,Bobcat Goldthwait,English,Potential Films,3,3.5,6.5
Gone,http://www.abc.net.au/atthemovies/txt/s1963595.htm,7/11/2007,19/07/2007,M,87,Thriller/Drama,Shaun Evans,Ringan Ledwidge,English,Universal Pictures International,3.5,3,6.5
Green Lantern,http://www.abc.net.au/atthemovies/txt/s3274717.htm,8/10/2011,11/8/2011,M,114,"Action, Crime, Fantasy, Sci-Fi, Thriller",Ryan Reynolds,Martin Campbell,English,Roadshow Films,3.5,3,6.5
Hara-Kiri:Death Of A Samurai (3D),http://www.abc.net.au/atthemovies/txt/s3697735.htm,3/19/2013,21/03/2013,MA15+,128,,Koji Yakusho,Takashi Miike,English,Icon Film Distribution,2.5,4,6.5
Hating Alison Ashley,http://www.abc.net.au/atthemovies/txt/s1316314.htm,3/16/2005,17/03/2005,PG,102,Teen Comedy,Delta Goodrem,Geoff Bennett,English,Hoyts,3.5,3,6.5
Hellboy,http://www.abc.net.au/atthemovies/txt/s1178507.htm,8/19/2004,19/08/2004,MA15+,122,Comic book adaptation,Ron Perlman,Guillermo del Toro,English,Columbia Tri-Star Films,3.5,3,6.5
Hitch,http://www.abc.net.au/atthemovies/txt/s1296320.htm,3/2/2005,3/3/2005,MA15+,118,Romantic Comedy,Will Smith,Andy Tennant,English,Sony Pictures Releasing,4,2.5,6.5
Hitchcock,http://www.abc.net.au/atthemovies/txt/s3637796.htm,12/5/2012,10/1/2013,M,99,"Biography, Drama",Anthony Hopkins,Sacha Gervasi,English,20th Century Fox,3,3.5,6.5
Hollywoodland,http://www.abc.net.au/atthemovies/txt/s1851132.htm,3/7/2007,15/03/2007,MA15+,126,Drama,Adrien Brody,Allen Coulter,English,Beuna Vista International,3.5,3,6.5
Hope,http://www.abc.net.au/atthemovies/txt/s2259589.htm,6/18/2008,19/06/2008,M,117,Drama,,Steve Thomas,English,Gil Scrine,3,3.5,6.5
Hot Tub Time Machine,http://www.abc.net.au/atthemovies/txt/s2860094.htm,4/21/2010,22/04/2010,MA15+,93,Comedy,John Cusack,Steve Pink,English,20th Century Fox,3.5,3,6.5
How About You,http://www.abc.net.au/atthemovies/txt/s2284403.htm,7/23/2008,24/07/2008,M,100,Comedy/Drama,Hayley Atwell,Anthony Byrne,English,Hopscotch,3.5,3,6.5
How I Live Now,http://www.abc.net.au/atthemovies/txt/s3891667.htm,11/26/2013,28/11/2013,M,101,"Action, Drama, Thriller",Saoirse Ronan,Kevin Macdonald,English,Madman Cinema,2.5,4,6.5
How To Eat Fried Worms,http://www.abc.net.au/atthemovies/txt/s1851057.htm,2/28/2007,1/3/2007,PG,84,Drama,Luke Benward,Mark Johnson,English,Roadshow Films,3,3.5,6.5
I Do,http://www.abc.net.au/atthemovies/txt/s1949979.htm,6/20/2007,21/06/2007,M,89,Comedy,Alain Chabat,Eric Lartigau,French,Hopscotch,3.5,3,6.5
I Love You Man,http://www.abc.net.au/atthemovies/txt/s2563833.htm,6/3/2009,4/6/2009,MA15+,105,Romantic Comedy,Paul Rudd,John Hamburg,English,Paramount Pictures Australia,3.5,3,6.5
I Love You Too,http://www.abc.net.au/atthemovies/txt/s2879937.htm,5/5/2010,6/5/2010,M,107,Comedy,Brendan Cowell,Daina Reid,English,Roadshow Films,3.5,3,6.5
Igor,http://www.abc.net.au/atthemovies/txt/s2426109.htm,12/14/2008,8/1/2009,PG,86,Animation,John Cusack,Anthony Leondis,English,Roadshow Films,3,3.5,6.5
In The Loop,http://www.abc.net.au/atthemovies/txt/s2750514.htm,12/6/2009,21/01/2009,,106,Comedy,Peter Capaldi,Armando Iannucci,English,Madman,4,2.5,6.5
In the Valley Of Elah,http://www.abc.net.au/atthemovies/txt/s2151496.htm,2/20/2008,28/02/2008,MA15+,121,Drama,Tommy Lee Jones,Paul Haggis,English,Hoyts,3,3.5,6.5
Interview,http://www.abc.net.au/atthemovies/txt/s2085820.htm,11/21/2007,22/11/2007,MA15+,83,Drama,Sienna Miller,Steve Buscemi,English,All Interactive Distribution,3,3.5,6.5
Jarhead,http://www.abc.net.au/atthemovies/txt/s1569511.htm,2/15/2006,9/2/2006,MA15+,122,Drama,Jake Gyllenhaal,Sam Mendes,English,UIP,3,3.5,6.5
Just like Heaven,http://www.abc.net.au/atthemovies/txt/s1532945.htm,12/18/2005,26/12/2005,PG,95,Romantic Comedy,Mark Ruffalo,Mark Waters,English,UIP,3.5,3,6.5
Kick Ass,http://www.abc.net.au/atthemovies/txt/s2852859.htm,4/7/2010,1/4/2010,MA15+,106,"Action, Comedy, Drama",Aaron Johnson,Matthew Vaughn,English,Universal Pictures International,4,2.5,6.5
Kung Fu Hustle,http://www.abc.net.au/atthemovies/txt/s1428094.htm,8/3/2005,11/8/2005,M,99,Action / Comedy,Stephen Chow,Stephen Chow,Cantonese,Sony Pictures Releasing,3.5,3,6.5
Kung Fu Panda 2,http://www.abc.net.au/atthemovies/txt/s3235058.htm,6/22/2011,7/7/2011,,,"Animation, Adventure, Fantasy, Comedy",Jack Black,Jennifer Yuh Nelson,English,Paramount Pictures Australia,3.5,3,6.5
La Vie En Rose,http://www.abc.net.au/atthemovies/txt/s1962651.htm,7/4/2007,12/7/2007,M,130,Drama,Marion Cotillard,Olivier Dahan,French,Icon Film Distribution,3,3.5,6.5
Lady Chatterley,http://www.abc.net.au/atthemovies/txt/s2004844.htm,8/29/2007,6/9/2007,M,161,Drama,Marina Hands,Pascale Ferran,French,Hopscotch,2.5,4,6.5
Land Of The Lost,http://www.abc.net.au/atthemovies/txt/s2566554.htm,6/10/2009,11/6/2009,PG,100,Comedy Sci/Fi,Will Ferrell,Brad Silberling,English,Universal Pictures,3,3.5,6.5
Land of the Dead,http://www.abc.net.au/atthemovies/txt/s1423480.htm,7/27/2005,4/8/2005,MA15+,93,Horror / Zombie,Simon Baker,George A. Romero,English,United International Pictures,3.5,3,6.5
Lemming,http://www.abc.net.au/atthemovies/txt/s1768126.htm,10/25/2006,26/10/2006,PG,108,Thriller,Lauren Lucas,Dominik Moll,English,Palace Films,3.5,3,6.5
Life In A Day,http://www.abc.net.au/atthemovies/txt/s3294363.htm,8/31/2011,1/9/2011,PG,91,Documentary,,Kevin Macdonald,English,Transmission Films,3,3.5,6.5
Life In Movement,http://www.abc.net.au/atthemovies/txt/s3464893.htm,4/11/2012,12/4/2012,M,79,"Documentary, Dance",,Bryan Mason,English,Antidote Films,3,3.5,6.5
Life of Crime,http://www.abc.net.au/atthemovies/txt/s4096603.htm,9/30/2014,25/09/2014,MA15+,99,"Comedy, Crime",Jennifer Aniston,Daniel Schecter,English,Madman Cinema,3.5,3,6.5
Lionel,http://www.abc.net.au/atthemovies/txt/s2374455.htm,10/8/2008,,M,85,Documentary,,Eddie Martin,English,Siren,3,3.5,6.5
Love Is All You Need,http://www.abc.net.au/atthemovies/txt/s3637775.htm,11/28/2012,13/12/2012,M,111,"Comedy, Romance",Pierce Brosnan,Susanne Bier,English,Madman,4,2.5,6.5
Lucky You,http://www.abc.net.au/atthemovies/txt/s1910203.htm,5/9/2007,10/5/2007,PG,118,Drama,Eric Bana,Curtis Hanson,English,Roadshow Films,3,3.5,6.5
Man Of Steel,http://www.abc.net.au/atthemovies/txt/s3780093.htm,6/25/2013,27/06/2013,M,143,"Action, Adventure, Fantasy, Sci Fi",Henry Cavill,Zack Snyder,English,Roadshow Films,3,3.5,6.5
Mao's Last Dancer,http://www.abc.net.au/atthemovies/txt/s2671834.htm,9/30/2009,1/10/2009,PG,117,Drama,Chi Cao,Bruce Beresford,English,Roadshow/Hopscotch,3.5,3,6.5
March Of The Penguins,http://www.abc.net.au/atthemovies/txt/s1588803.htm,3/22/2006,30/03/2006,G,80,Documentary,,Luc Jacquet,English,Roadshow,3.5,3,6.5
Marie Antoinette,http://www.abc.net.au/atthemovies/txt/s1801757.htm,12/17/2006,26/12/2006,PG,123,Drama,Kirsten Dunst,Sofia Coppola,English,Sony Pictures Releasing,3.5,3,6.5
Me and My Sister,http://www.abc.net.au/atthemovies/txt/s1423361.htm,7/27/2005,28/07/2005,M,94,Drama,Isabelle Huppert,Alexandra Lecl&#xFFFD;re,French,Sony Pictures Releasing,3,3.5,6.5
Mental,http://www.abc.net.au/atthemovies/txt/s3600118.htm,10/3/2012,4/10/2012,MA15+,116,Comedy,Toni Collette,P J Hogan,English,Universal Pictures International,4,2.5,6.5
Miami Vice,http://www.abc.net.au/atthemovies/txt/s1697313.htm,8/9/2006,10/8/2006,,131,"Action, Drama",Gong Li,Michael Mann,English,UIP,3,3.5,6.5
Monsieur Lazhar,http://www.abc.net.au/atthemovies/txt/s3566427.htm,9/5/2012,6/9/2012,M,94,"Comedy, Drama",Mohamed Fellag,Philippe Falardeau,French,Palace Films,3,3.5,6.5
Mr and Mrs Smith,http://www.abc.net.au/atthemovies/txt/s1386363.htm,6/8/2005,9/6/2005,,,Action/thriller,Angelina Jolie,Doug Liman,English,20th Century Fox,3.5,3,6.5
Much Ado About Nothing,http://www.abc.net.au/atthemovies/txt/s3780184.htm,7/9/2013,11/7/2013,M,107,"Comedy, Drama, Romance",,Joss Whedon,English,Icon Distribution,3.5,3,6.5
My Afternoons With Margueritte,http://www.abc.net.au/atthemovies/txt/s3173867.htm,4/6/2011,7/4/2011,M,79,Comedy,Gerard Depardieu,Jean Becker,French,Icon Film Distribution,3.5,3,6.5
My Architect,http://www.abc.net.au/atthemovies/txt/s1214209.htm,10/7/2004,14/10/2004,PG,116,Documentary,,Nathaniel Kahn,English,Hopscotch,4,2.5,6.5
My Kid Could Paint That,http://www.abc.net.au/atthemovies/txt/s2042005.htm,10/17/2007,18/10/2007,M,83,Documentary,,Amir Bar-Lev,English,Sony Pictures Releasing,3,3.5,6.5
My Old Lady,http://www.abc.net.au/atthemovies/txt/s4125088.htm,11/11/2014,13/11/2014,M,107,"Comedy, Drama",Kevin Kline,Israel Horovitz,English,Entertainment One,3.5,3,6.5
My One and Only,http://www.abc.net.au/atthemovies/txt/s2820917.htm,3/3/2010,11/3/2010,M,108,"Comedy, Drama",Renee Zellwiger,Richard Loncraine,English,Hopscotch,4,2.5,6.5
My Sister's Keeper,http://www.abc.net.au/atthemovies/txt/s2625654.htm,7/29/2009,30/07/2009,M,109,Drama,"Cameron Diaz,",Nick Cassavetes,English,Roadshow Films,3.5,3,6.5
Night Moves,http://www.abc.net.au/atthemovies/txt/s4078473.htm,9/2/2014,11/9/2014,M,112,"Drama, Thriller",Jesse Esenberg,Kelly Reichardt,English,Curious Distribution,3.5,3,6.5
Night Train To Lisbon,http://www.abc.net.au/atthemovies/txt/s3898373.htm,12/2/2013,5/12/2013,M,111,"Mystery, Romance, Thriller",Jeremy Irons,Bille August,English,Pinnacle Films,4,2.5,6.5
North Face (Nordwand),http://www.abc.net.au/atthemovies/txt/s2806906.htm,2/17/2010,18/02/2010,M,121,"Adventure, Drama, History, Sport",,Philipp Stoelzl,German,Rialto,3,3.5,6.5
Oblivion,http://www.abc.net.au/atthemovies/txt/s3720896.htm,4/16/2013,11/4/2013,M,125,"Action, Adventure",Tom Cruise,Joseph Kosinski,English,Universal Pictures International,3,3.5,6.5
Oceans,http://www.abc.net.au/atthemovies/txt/s3208923.htm,5/18/2011,26/05/2011,G,81,Documentary,Underwater creatures,Jacques Perrin,English,Hopscotch,3,3.5,6.5
Old Joy,http://www.abc.net.au/atthemovies/txt/s1864541.htm,3/21/2007,15/03/2007,M,73,Drama,Will Oldham,Kelly Reichardt,English,Accent Films,3.5,3,6.5
On My Way,http://www.abc.net.au/atthemovies/txt/s3898261.htm,11/26/2013,28/11/2013,MA15+,116,Drama,Catherine Deneuve,Emmanuelle Bercot,French,Umbrella Entertainment,3.5,3,6.5
Once,http://www.abc.net.au/atthemovies/txt/s1996290.htm,8/22/2007,30/08/2007,M,86,Romantic Drama,Glen Hansard,John Carney,English,Icon,3,3.5,6.5
Orphan,http://www.abc.net.au/atthemovies/txt/s2642539.htm,8/12/2009,13/08/2009,MA15+,124,"Drama, Horror, Mystery, Thriller",Vera Farmiga,Jaume Collet-Serra,English,Roadshow,3,3.5,6.5
Over The Hedge,http://www.abc.net.au/atthemovies/txt/s1653975.htm,6/21/2006,22/06/2006,G,84,CGI,Bruce Willis,Tim Johnson,English,UIP,3,3.5,6.5
Oz: The Great And Powerful,http://www.abc.net.au/atthemovies/txt/s3683784.htm,3/5/2013,7/3/2013,PG,130,"Adventure, Action, Fantasy",James Franco,Sam Raimi,English,Walt Disney Studios,3,3.5,6.5
Pacific Rim,http://www.abc.net.au/atthemovies/txt/s3798365.htm,7/16/2013,11/7/2013,M,117,"Action, Adventure, Fantasy, Sci Fi",Charlie Hunnam,Guillermo del Toro,English,Roadshow Films,3,3.5,6.5
Paranoia,http://www.abc.net.au/atthemovies/txt/s3827551.htm,9/3/2013,5/9/2013,M,106,"Drama, Thriller",Liam Hemsworth,Robert Luketic,English,ICON Film Distribution,3,3.5,6.5
Playing for Charlie,http://www.abc.net.au/atthemovies/txt/s2879945.htm,5/12/2010,6/5/2010,M,95,Drama,Jared Daperis,Pene Patrick,English,Queen Ant Films,3,3.5,6.5
Precious Life,http://www.abc.net.au/atthemovies/txt/s3258546.htm,7/13/2011,21/07/2011,G,90,"Documentary, Drama, Family",,Shlomi Eldar,,Umbrella Entertainment,3,3.5,6.5
Prime,http://www.abc.net.au/atthemovies/txt/s1498167.htm,11/17/2005,17/11/2005,M,105,Romantic Comedy,Meryl Streep,Ben Younger,English,Roadshow,3,3.5,6.5
Prometheus,http://www.abc.net.au/atthemovies/txt/s3509274.htm,6/6/2012,7/6/2012,MA15+,124,"Action, Horror, Sci-Fi",Noomi Rapace,Ridley Scott,English,20th Century Fox,3,3.5,6.5
Public Enemies,http://www.abc.net.au/atthemovies/txt/s2625733.htm,7/29/2009,30/07/2009,MA15+,139,Gangster,Johnny Depp,Michael Mann,English,Universal,3,3.5,6.5
Puss in Boots,http://www.abc.net.au/atthemovies/txt/s3374243.htm,11/30/2011,8/12/2011,PG,90,"Animation, Comedy, Adventure",Voices,Chris Miller,English,Paramount Pictures Australia,3,3.5,6.5
Rachel Getting Married,http://www.abc.net.au/atthemovies/txt/s2475988.htm,2/11/2009,12/2/2009,M,113,Drama,Anne Hathaway,Jonathan Demme,English,Sony Pictures,4,2.5,6.5
Rango,http://www.abc.net.au/atthemovies/txt/s3153367.htm,3/9/2011,10/3/2011,PG,107,"Animation, Adventure, Fantasy, Comedy",Johnny Depp,Gore Verbinski,English,Paramount Pictures Australia,3,3.5,6.5
Razzle Dazzle,http://www.abc.net.au/atthemovies/txt/s1863535.htm,3/14/2007,15/03/2007,PG,91,Mockumentary,Kerry Armstrong,Darren Ashton,English,Palace Films,3.5,3,6.5
Rent,http://www.abc.net.au/atthemovies/txt/s1577579.htm,3/1/2006,2/3/2006,M,135,Drama,Rosario Dawson,Chris Columbus,English,Sony Pictures Releasing,3,3.5,6.5
Rising From Ashes,http://www.abc.net.au/atthemovies/txt/s4017235.htm,6/10/2014,19/06/2014,M,119,Documentary,Themselves,T C Johnstone,English,Curious Distribution,3.5,3,6.5
Rock Of Ages,http://www.abc.net.au/atthemovies/txt/s3509332.htm,6/13/2012,14/06/2012,M,123,"Comedy, Drama, Musical, Romance",Julianne Hough,Adam Shankman,English,Roadshow Films,3,3.5,6.5
Roman De Gare,http://www.abc.net.au/atthemovies/txt/s2402312.htm,11/5/2008,6/11/2008,M,100,Drama,Dominique Pinon,Claude Lelouch,French,Titan View,3.5,3,6.5
"Run, Fat Boy, Run",http://www.abc.net.au/atthemovies/txt/s2163001.htm,3/5/2008,6/3/2008,M,100,Drama,Simon Pegg,David Schwimmer,English,Roadshow,3.5,3,6.5
Russian Dolls,http://www.abc.net.au/atthemovies/txt/s1532990.htm,12/18/2005,26/12/2005,M,129,Romantic Comedy,Romain Duris,Cedric Klapisch,English,Palace Films,3,3.5,6.5
Safe House,http://www.abc.net.au/atthemovies/txt/s3420720.htm,2/15/2012,9/2/2012,M,116,"Action, Crime, Mysterey, Thriller",Ryan Reynolds,Daniel Espinosa,English,Universal Pictures International,3.5,3,6.5
Salmon Fishing In The Yemen,http://www.abc.net.au/atthemovies/txt/s3461279.htm,4/4/2012,5/4/2012,M,107,"Comedy, Romance, Drama",Emily Blunt,Lasse Hallstrom,English,Roadshow Films,3.5,3,6.5
Save Your Legs!,http://www.abc.net.au/atthemovies/txt/s3689376.htm,2/26/2013,28/02/2013,M,92,Comedy,Stephen Curry,Boyd Hicklin,English,Madman,3.5,3,6.5
Saved,http://www.abc.net.au/atthemovies/txt/s1227163.htm,10/28/2004,28/10/2004,MA15+,92,Comedy / Drama,Jena Malone,Brian Dannelly,English,Becker Entertainment,3.5,3,6.5
Saving Face,http://www.abc.net.au/atthemovies/txt/s1428093.htm,8/3/2005,4/8/2005,M,97,Comedy / Drama,Michelle Krusiec,Alice Wu,English,Sony Pictures Releasing,3.5,3,6.5
Second-Hand Wedding,http://www.abc.net.au/atthemovies/txt/s2946033.htm,7/28/2010,29/07/2010,PG,94,"Romance, Comedy",Vivien Bell,Paul Murphy,English,Potential Films &amp; Arkles Entertainment,3.5,3,6.5
Shark Tale,http://www.abc.net.au/atthemovies/txt/s1203150.htm,9/23/2004,23/09/2004,G,90,Children&apos;s Animation,Will Smith,Vicky Jenson,English,United International Pictures,2.5,4,6.5
Shaun of the Dead,http://www.abc.net.au/atthemovies/txt/s1214199.htm,10/7/2004,7/10/2004,MA15+,99,Zombie Film,Simon Pegg,Edgar Wright,English,United International Pictures,3,3.5,6.5
Shrek Forever After,http://www.abc.net.au/atthemovies/txt/s2917456.htm,6/16/2010,17/06/2010,PG,93,"Animation, Adventure, Comedy, Family, Fantasy",Mike Myers,Mike Mitchell,English,Paramount Pictures Australia,3.5,3,6.5
Sione's Wedding,http://www.abc.net.au/atthemovies/txt/s1675474.htm,7/12/2006,13/07/2006,M,97,Drama,Oscar Kightley,Chris Graham,English,BVI,3.5,3,6.5
Snowcake,http://www.abc.net.au/atthemovies/txt/s1970970.htm,7/25/2007,2/8/2007,M,107,Drama,Alan Rickman,Marc Evans,English,Dendy,3.5,3,6.5
Snowtown,http://www.abc.net.au/atthemovies/txt/s3208926.htm,5/18/2011,19/05/2011,MA15+,120,"Crime, Drama, Thriller",Daniel Henshall,Justin Kurzel,English,Madman Entertainment,3.5,3,6.5
Splice,http://www.abc.net.au/atthemovies/txt/s2961313.htm,8/10/2010,12/8/2010,MA15+,104,"Horror, Sci-Fi, Thriller",Adrien Brody,Vincenzo Natali,English,Madman,3,3.5,6.5
Spring Breakers,http://www.abc.net.au/atthemovies/txt/s3732915.htm,5/7/2013,9/5/2013,R18+,92,"Comedy, Drama",Selena Gomez,Barmony Korine,English,ICON Film Distribution,3.5,3,6.5
Spud,http://www.abc.net.au/atthemovies/txt/s3475176.htm,4/18/2012,19/04/2012,M,107,Comedy,John Cleese,Donovan Marsh,English,Pinnacle Films,3.5,3,6.5
Stage Beauty,http://www.abc.net.au/atthemovies/txt/s1249358.htm,11/25/2004,25/11/2004,M,110,Drama,Claire Danes,Richard Eyre,English,Dendy Films,3.5,3,6.5
Suddenly,http://www.abc.net.au/atthemovies/txt/s2367893.htm,9/24/2008,18/09/2008,M,96,Drama,Michael Nyqvist,Johan Brisinger,Swedish,Madman Cinema,3,3.5,6.5
Summer Coda,http://www.abc.net.au/atthemovies/txt/s3035729.htm,10/20/2010,21/10/2010,M,108,"Drama, Romance",Rachael Taylor,Richard Gray,English,Sharmill &amp; Jump Street Films,3,3.5,6.5
Swerve,http://www.abc.net.au/atthemovies/txt/s3509328.htm,6/6/2012,7/6/2012,M,83,"Crime, Drama, Thriller",Jason Clarke,Craig Lahiff,English,Jump Streedt Films,3.5,3,6.5
Tai Chi 0,http://www.abc.net.au/atthemovies/txt/s3589655.htm,9/26/2012,27/09/2012,M,98,Action,,Stephen Fung,English,Icon Film Distribution,3.5,3,6.5
Taking Woodstock,http://www.abc.net.au/atthemovies/txt/s2656403.htm,8/26/2009,27/08/2009,MA15+,120,"Comedy, Music",Demetri Martin,Ang Lee,English,Universal,3,3.5,6.5
The 11th Hour,http://www.abc.net.au/atthemovies/txt/s2032145.htm,10/10/2007,11/10/2007,PG,93,Documentary,Leonardo DiCaprio,Nadia Conners,English,Roadshow,3,3.5,6.5
The Amazing Spider-Man,http://www.abc.net.au/atthemovies/txt/s3527819.htm,7/4/2012,4/7/2012,M,135,"Action, Adventure, Fantasy",andrew Garfield,Marc Webb,English,Sony Pictures Releasing,3,3.5,6.5
The Best Exotic Marigold Hotel,http://www.abc.net.au/atthemovies/txt/s3441487.htm,3/21/2012,22/03/2012,PG,123,"Comedy, Drama",,John Madden,English,20th Century Fox,3.5,3,6.5
The Bling Ring,http://www.abc.net.au/atthemovies/txt/s3798972.htm,8/6/2013,8/8/2013,MA15+,90,"Crime, Drama",,Sofia Coppola,English,Roadshow Films,3.5,3,6.5
The Boat That Rocked,http://www.abc.net.au/atthemovies/txt/s2527182.htm,4/8/2009,9/4/2009,M,106,Comedy/Drama,Philip Seymour Hoffman,Richard Curtis,English,Universal Pictures,3.5,3,6.5
The Brave One,http://www.abc.net.au/atthemovies/txt/s2024615.htm,10/3/2007,11/10/2007,MA15+,117,Drama,Jodie Foster,Neil Jordan,English,Roadshow,3.5,3,6.5
The Break-Up,http://www.abc.net.au/atthemovies/txt/s1653093.htm,6/14/2006,8/6/2006,,110,Romantic Comedy,Vince Vaughn,Peyton Reed,English,UIP,4,2.5,6.5
The Caiman,http://www.abc.net.au/atthemovies/txt/s1788518.htm,11/22/2006,23/11/2006,M,113,Comedy/Drama,Bruno Orlando,Nanni Moretti,Italian,Palace Films,3.5,3,6.5
The Caterpillar Wish,http://www.abc.net.au/atthemovies/txt/s1652766.htm,6/7/2006,8/6/2006,M,90,Drama,Susie Porter,Sandra Sciberras,English,Palace Films,3.5,3,6.5
The Clearing,http://www.abc.net.au/atthemovies/txt/s1244141.htm,11/18/2004,25/11/2004,MA15+,94,Drama Thriller,Robert Redford,Peiter Jan Brugge,English,20th Century Fox,3.5,3,6.5
The Counterfeiters,http://www.abc.net.au/atthemovies/txt/s2226897.htm,5/7/2008,8/5/2008,MA15+,97,Drama,Karl Markovics,Stefan Ruzowitzky,German,Madman,3.5,3,6.5
The Departed,http://www.abc.net.au/atthemovies/txt/s1756171.htm,10/11/2006,12/10/2006,MA15+,98,Drama,Leonardo Di Caprio,Martin Scorsese,English,Roadshow,2.5,4,6.5
The Edge Of Love,http://www.abc.net.au/atthemovies/txt/s2317945.htm,8/20/2008,21/08/2008,M,106,Romantic Drama,Keira Knightley,John Maybury,English,Hoyts,3,3.5,6.5
The Face Of Love,http://www.abc.net.au/atthemovies/txt/s4012178.htm,6/10/2014,12/6/2014,M,92,"Drama, Romance",Annette Bening,Arie Posin,English,Rialto Distribution,3.5,3,6.5
The Finishers,http://www.abc.net.au/atthemovies/txt/s3985131.htm,4/22/2014,17/04/2014,PG,90,"Drama, Family, Sport",Jacques Gamblin,Nils Tavernier,French,Madman Cinema,3.5,3,6.5
The First Grader,http://www.abc.net.au/atthemovies/txt/s3360417.htm,11/16/2011,17/11/2011,M,103,"Biography, Drama",Naomie Harris,Justin Chadwick,English,Rialto Distribution,3.5,3,6.5
The Fox And The Child,http://www.abc.net.au/atthemovies/txt/s2603261.htm,7/8/2009,9/7/2009,G,94,Adventure/Drama,Bertille No,Luc Jacquet,French,Hopscotch,3.5,3,6.5
The French Kissers (Les Beaux Gosses),http://www.abc.net.au/atthemovies/txt/s2750504.htm,12/6/2009,26/12/2009,MA15+,87,Comedy,Vincent Lacoste,Riad Sattouf,French,Palace Films,3,3.5,6.5
The Giants,http://www.abc.net.au/atthemovies/txt/s3615681.htm,10/31/2012,1/11/2012,M,84,Drama,Zacherie Chasseriaud,Bouli Lanners,French,Palace Films,3,3.5,6.5
The Girl Who Kicked The Hornet's Nest,http://www.abc.net.au/atthemovies/txt/s3136525.htm,3/2/2011,3/3/2011,MA15+,147,"Drama, Action, Thriller, Crime",Noomi Rapace,Daniel Alfredson,English,Rialto Distribution,3.5,3,6.5
